aia_filenames,aia_iso_dates,aia_wavelengths,eve_indices,eve_dates,time_delta
aia_lev1_171a_2011_02_04t00_00_00_34z_image_lev1.fits,2011-02-04 00:00:00+00:00,171a,401760,2011-02-04 00:00:09+00:00,0 days 00:00:09
aia_lev1_193a_2012_07_05t00_00_08_98z_image_lev1.fits,2012-07-05 00:00:08+00:00,193a,1146240,2012-07-05 00:00:13+00:00,0 days 00:00:05
aia_lev1_304a_2011_01_31t00_00_08_14z_image_lev1.fits,2011-01-31 00:00:08+00:00,304a,396000,2011-01-31 00:00:08+00:00,0 days 00:00:00
aia_lev1_304a_2012_05_11t00_00_08_12z_image_lev1.fits,2012-05-11 00:00:08+00:00,304a,1067040,2012-05-11 00:00:11+00:00,0 days 00:00:03
aia_lev1_193a_2012_07_28t00_00_06_84z_image_lev1.fits,2012-07-28 00:00:06+00:00,193a,1178520,2012-07-28 00:00:09+00:00,0 days 00:00:03
aia_lev1_211a_2011_01_17t00_00_00_62z_image_lev1.fits,2011-01-17 00:00:00+00:00,211a,375840,2011-01-17 00:00:14+00:00,0 days 00:00:14
aia_lev1_171a_2012_03_10t00_00_00_34z_image_lev1.fits,2012-03-10 00:00:00+00:00,171a,977760,2012-03-10 00:00:14+00:00,0 days 00:00:14
aia_lev1_171a_2012_12_28t00_00_11_35z_image_lev1.fits,2012-12-28 00:00:11+00:00,171a,1397880,2012-12-28 00:00:08+00:00,0 days 00:00:03
aia_lev1_304a_2012_11_15t00_00_07_12z_image_lev1.fits,2012-11-15 00:00:07+00:00,304a,1335960,2012-11-15 00:00:07+00:00,0 days 00:00:00
aia_lev1_304a_2012_12_01t00_00_07_12z_image_lev1.fits,2012-12-01 00:00:07+00:00,304a,1359000,2012-12-01 00:00:11+00:00,0 days 00:00:04
aia_lev1_193a_2012_03_20t00_00_07_84z_image_lev1.fits,2012-03-20 00:00:07+00:00,193a,992160,2012-03-20 00:00:00+00:00,0 days 00:00:07
aia_lev1_171a_2011_03_20t00_00_00_34z_image_lev1.fits,2011-03-20 00:00:00+00:00,171a,465120,2011-03-20 00:00:12+00:00,0 days 00:00:12
aia_lev1_171a_2011_01_04t00_00_00_34z_image_lev1.fits,2011-01-04 00:00:00+00:00,171a,357120,2011-01-04 00:00:11+00:00,0 days 00:00:11
aia_lev1_193a_2011_05_02t00_00_07_84z_image_lev1.fits,2011-05-02 00:00:07+00:00,193a,527040,2011-05-02 00:00:13+00:00,0 days 00:00:06
aia_lev1_211a_2011_04_17t00_00_00_62z_image_lev1.fits,2011-04-17 00:00:00+00:00,211a,505440,2011-04-17 00:00:09+00:00,0 days 00:00:09
aia_lev1_193a_2011_01_17t00_00_07_84z_image_lev1.fits,2011-01-17 00:00:07+00:00,193a,375840,2011-01-17 00:00:14+00:00,0 days 00:00:07
aia_lev1_193a_2011_05_15t00_00_07_84z_image_lev1.fits,2011-05-15 00:00:07+00:00,193a,545760,2011-05-15 00:00:06+00:00,0 days 00:00:01
aia_lev1_304a_2012_10_07t00_00_07_14z_image_lev1.fits,2012-10-07 00:00:07+00:00,304a,1279800,2012-10-07 00:00:07+00:00,0 days 00:00:00
aia_lev1_304a_2012_03_04t00_00_08_12z_image_lev1.fits,2012-03-04 00:00:08+00:00,304a,969120,2012-03-04 00:00:12+00:00,0 days 00:00:04
aia_lev1_171a_2012_08_27t00_00_11_35z_image_lev1.fits,2012-08-27 00:00:11+00:00,171a,1221060,2012-08-27 00:00:06+00:00,0 days 00:00:05
aia_lev1_304a_2012_12_03t00_00_07_12z_image_lev1.fits,2012-12-03 00:00:07+00:00,304a,1361880,2012-12-03 00:00:11+00:00,0 days 00:00:04
aia_lev1_304a_2011_07_01t00_00_08_12z_image_lev1.fits,2011-07-01 00:00:08+00:00,304a,613440,2011-07-01 00:00:07+00:00,0 days 00:00:01
aia_lev1_304a_2011_01_09t00_00_08_12z_image_lev1.fits,2011-01-09 00:00:08+00:00,304a,364320,2011-01-09 00:00:12+00:00,0 days 00:00:04
aia_lev1_304a_2011_06_30t00_00_08_12z_image_lev1.fits,2011-06-30 00:00:08+00:00,304a,612000,2011-06-30 00:00:07+00:00,0 days 00:00:01
aia_lev1_304a_2012_09_15t00_00_07_12z_image_lev1.fits,2012-09-15 00:00:07+00:00,304a,1248420,2012-09-15 00:00:11+00:00,0 days 00:00:04
aia_lev1_193a_2011_03_27t00_00_07_84z_image_lev1.fits,2011-03-27 00:00:07+00:00,193a,475200,2011-03-27 00:00:13+00:00,0 days 00:00:06
aia_lev1_193a_2012_06_21t00_00_07_84z_image_lev1.fits,2012-06-21 00:00:07+00:00,193a,1126080,2012-06-21 00:00:11+00:00,0 days 00:00:04
aia_lev1_193a_2011_02_12t00_00_07_84z_image_lev1.fits,2011-02-12 00:00:07+00:00,193a,413280,2011-02-12 00:00:11+00:00,0 days 00:00:04
aia_lev1_211a_2011_01_11t00_00_00_63z_image_lev1.fits,2011-01-11 00:00:00+00:00,211a,367200,2011-01-11 00:00:13+00:00,0 days 00:00:13
aia_lev1_193a_2011_05_23t00_00_07_84z_image_lev1.fits,2011-05-23 00:00:07+00:00,193a,557280,2011-05-23 00:00:08+00:00,0 days 00:00:01
aia_lev1_304a_2011_05_18t00_00_08_12z_image_lev1.fits,2011-05-18 00:00:08+00:00,304a,550080,2011-05-18 00:00:07+00:00,0 days 00:00:01
aia_lev1_171a_2012_05_04t00_00_00_34z_image_lev1.fits,2012-05-04 00:00:00+00:00,171a,1056960,2012-05-04 00:00:09+00:00,0 days 00:00:09
aia_lev1_193a_2012_06_11t00_00_07_84z_image_lev1.fits,2012-06-11 00:00:07+00:00,193a,1111680,2012-06-11 00:00:09+00:00,0 days 00:00:02
aia_lev1_193a_2011_06_16t00_00_07_84z_image_lev1.fits,2011-06-16 00:00:07+00:00,193a,591840,2011-06-16 00:00:14+00:00,0 days 00:00:07
aia_lev1_193a_2012_07_07t00_00_08_78z_image_lev1.fits,2012-07-07 00:00:08+00:00,193a,1149120,2012-07-07 00:00:14+00:00,0 days 00:00:06
aia_lev1_193a_2012_10_31t00_00_06_84z_image_lev1.fits,2012-10-31 00:00:06+00:00,193a,1314360,2012-10-31 00:00:13+00:00,0 days 00:00:07
aia_lev1_211a_2011_04_19t00_00_00_63z_image_lev1.fits,2011-04-19 00:00:00+00:00,211a,508320,2011-04-19 00:00:10+00:00,0 days 00:00:10
aia_lev1_193a_2011_06_20t00_00_07_84z_image_lev1.fits,2011-06-20 00:00:07+00:00,193a,597600,2011-06-20 00:00:05+00:00,0 days 00:00:02
aia_lev1_304a_2012_10_04t00_00_12_62z_image_lev1.fits,2012-10-04 00:00:12+00:00,304a,1275480,2012-10-04 00:00:06+00:00,0 days 00:00:06
aia_lev1_211a_2011_04_23t00_00_00_63z_image_lev1.fits,2011-04-23 00:00:00+00:00,211a,514080,2011-04-23 00:00:11+00:00,0 days 00:00:11
aia_lev1_211a_2011_01_13t00_00_00_62z_image_lev1.fits,2011-01-13 00:00:00+00:00,211a,370080,2011-01-13 00:00:13+00:00,0 days 00:00:13
aia_lev1_304a_2011_05_25t00_00_08_12z_image_lev1.fits,2011-05-25 00:00:08+00:00,304a,560160,2011-05-25 00:00:09+00:00,0 days 00:00:01
aia_lev1_304a_2011_03_07t00_00_08_12z_image_lev1.fits,2011-03-07 00:00:08+00:00,304a,446400,2011-03-07 00:00:08+00:00,0 days 00:00:00
aia_lev1_304a_2012_06_08t00_00_08_12z_image_lev1.fits,2012-06-08 00:00:08+00:00,304a,1107360,2012-06-08 00:00:08+00:00,0 days 00:00:00
aia_lev1_211a_2011_02_19t00_00_00_62z_image_lev1.fits,2011-02-19 00:00:00+00:00,211a,423360,2011-02-19 00:00:13+00:00,0 days 00:00:13
aia_lev1_171a_2011_02_19t00_00_00_34z_image_lev1.fits,2011-02-19 00:00:00+00:00,171a,423360,2011-02-19 00:00:13+00:00,0 days 00:00:13
aia_lev1_304a_2011_05_15t00_00_08_12z_image_lev1.fits,2011-05-15 00:00:08+00:00,304a,545760,2011-05-15 00:00:06+00:00,0 days 00:00:02
aia_lev1_171a_2012_04_07t00_00_00_34z_image_lev1.fits,2012-04-07 00:00:00+00:00,171a,1018080,2012-04-07 00:00:12+00:00,0 days 00:00:12
aia_lev1_193a_2012_10_06t00_00_06_84z_image_lev1.fits,2012-10-06 00:00:06+00:00,193a,1278360,2012-10-06 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2011_06_22t00_00_07_84z_image_lev1.fits,2011-06-22 00:00:07+00:00,193a,600480,2011-06-22 00:00:05+00:00,0 days 00:00:02
aia_lev1_304a_2012_08_14t00_00_07_12z_image_lev1.fits,2012-08-14 00:00:07+00:00,304a,1203000,2012-08-14 00:00:13+00:00,0 days 00:00:06
aia_lev1_304a_2012_03_29t00_00_08_12z_image_lev1.fits,2012-03-29 00:00:08+00:00,304a,1005120,2012-03-29 00:00:10+00:00,0 days 00:00:02
aia_lev1_193a_2011_03_08t00_00_07_84z_image_lev1.fits,2011-03-08 00:00:07+00:00,193a,447840,2011-03-08 00:00:08+00:00,0 days 00:00:01
aia_lev1_304a_2012_11_16t00_00_07_12z_image_lev1.fits,2012-11-16 00:00:07+00:00,304a,1337400,2012-11-16 00:00:07+00:00,0 days 00:00:00
aia_lev1_193a_2012_11_04t00_00_06_84z_image_lev1.fits,2012-11-04 00:00:06+00:00,193a,1320120,2012-11-04 00:00:14+00:00,0 days 00:00:08
aia_lev1_304a_2011_02_06t00_00_08_13z_image_lev1.fits,2011-02-06 00:00:08+00:00,304a,404640,2011-02-06 00:00:10+00:00,0 days 00:00:02
aia_lev1_304a_2012_07_30t00_00_07_13z_image_lev1.fits,2012-07-30 00:00:07+00:00,304a,1181400,2012-07-30 00:00:09+00:00,0 days 00:00:02
aia_lev1_171a_2011_05_08t00_00_00_34z_image_lev1.fits,2011-05-08 00:00:00+00:00,171a,535680,2011-05-08 00:00:05+00:00,0 days 00:00:05
aia_lev1_304a_2011_02_22t00_00_08_14z_image_lev1.fits,2011-02-22 00:00:08+00:00,304a,427680,2011-02-22 00:00:14+00:00,0 days 00:00:06
aia_lev1_304a_2012_03_23t00_00_08_12z_image_lev1.fits,2012-03-23 00:00:08+00:00,304a,996480,2012-03-23 00:00:08+00:00,0 days 00:00:00
aia_lev1_193a_2011_01_13t00_00_07_84z_image_lev1.fits,2011-01-13 00:00:07+00:00,193a,370080,2011-01-13 00:00:13+00:00,0 days 00:00:06
aia_lev1_171a_2012_04_26t00_00_00_34z_image_lev1.fits,2012-04-26 00:00:00+00:00,171a,1045440,2012-04-26 00:00:07+00:00,0 days 00:00:07
aia_lev1_304a_2012_04_25t00_00_08_14z_image_lev1.fits,2012-04-25 00:00:08+00:00,304a,1044000,2012-04-25 00:00:07+00:00,0 days 00:00:01
aia_lev1_171a_2011_05_03t00_00_00_34z_image_lev1.fits,2011-05-03 00:00:00+00:00,171a,528480,2011-05-03 00:00:13+00:00,0 days 00:00:13
aia_lev1_193a_2011_06_08t00_00_07_84z_image_lev1.fits,2011-06-08 00:00:07+00:00,193a,580320,2011-06-08 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2012_09_21t00_00_11_35z_image_lev1.fits,2012-09-21 00:00:11+00:00,171a,1257060,2012-09-21 00:00:12+00:00,0 days 00:00:01
aia_lev1_171a_2011_03_19t00_00_00_34z_image_lev1.fits,2011-03-19 00:00:00+00:00,171a,463680,2011-03-19 00:00:11+00:00,0 days 00:00:11
aia_lev1_193a_2012_08_14t00_00_06_84z_image_lev1.fits,2012-08-14 00:00:06+00:00,193a,1203000,2012-08-14 00:00:13+00:00,0 days 00:00:07
aia_lev1_193a_2011_03_22t00_00_07_84z_image_lev1.fits,2011-03-22 00:00:07+00:00,193a,468000,2011-03-22 00:00:12+00:00,0 days 00:00:05
aia_lev1_304a_2011_07_02t00_00_08_12z_image_lev1.fits,2011-07-02 00:00:08+00:00,304a,614880,2011-07-02 00:00:08+00:00,0 days 00:00:00
aia_lev1_193a_2011_06_07t00_00_07_84z_image_lev1.fits,2011-06-07 00:00:07+00:00,193a,578880,2011-06-07 00:00:12+00:00,0 days 00:00:05
aia_lev1_193a_2012_05_09t00_00_07_84z_image_lev1.fits,2012-05-09 00:00:07+00:00,193a,1064160,2012-05-09 00:00:11+00:00,0 days 00:00:04
aia_lev1_304a_2012_03_28t00_00_08_12z_image_lev1.fits,2012-03-28 00:00:08+00:00,304a,1003680,2012-03-28 00:00:09+00:00,0 days 00:00:01
aia_lev1_171a_2011_06_01t00_00_00_34z_image_lev1.fits,2011-06-01 00:00:00+00:00,171a,570240,2011-06-01 00:00:10+00:00,0 days 00:00:10
aia_lev1_304a_2012_10_02t00_00_07_12z_image_lev1.fits,2012-10-02 00:00:07+00:00,304a,1272600,2012-10-02 00:00:05+00:00,0 days 00:00:02
aia_lev1_304a_2011_04_18t00_00_08_12z_image_lev1.fits,2011-04-18 00:00:08+00:00,304a,506880,2011-04-18 00:00:10+00:00,0 days 00:00:02
aia_lev1_193a_2012_11_24t00_00_06_84z_image_lev1.fits,2012-11-24 00:00:06+00:00,193a,1348920,2012-11-24 00:00:09+00:00,0 days 00:00:03
aia_lev1_193a_2012_03_12t00_00_07_84z_image_lev1.fits,2012-03-12 00:00:07+00:00,193a,980640,2012-03-12 00:00:14+00:00,0 days 00:00:07
aia_lev1_171a_2012_11_10t00_00_11_34z_image_lev1.fits,2012-11-10 00:00:11+00:00,171a,1328760,2012-11-10 00:00:05+00:00,0 days 00:00:06
aia_lev1_171a_2011_05_22t00_00_00_35z_image_lev1.fits,2011-05-22 00:00:00+00:00,171a,555840,2011-05-22 00:00:08+00:00,0 days 00:00:08
aia_lev1_211a_2011_05_15t00_00_00_63z_image_lev1.fits,2011-05-15 00:00:00+00:00,211a,545760,2011-05-15 00:00:06+00:00,0 days 00:00:06
aia_lev1_171a_2012_09_01t00_00_11_34z_image_lev1.fits,2012-09-01 00:00:11+00:00,171a,1228260,2012-09-01 00:00:07+00:00,0 days 00:00:04
aia_lev1_171a_2011_01_19t00_00_00_34z_image_lev1.fits,2011-01-19 00:00:00+00:00,171a,378720,2011-01-19 00:00:05+00:00,0 days 00:00:05
aia_lev1_193a_2012_07_09t00_00_06_84z_image_lev1.fits,2012-07-09 00:00:06+00:00,193a,1152000,2012-07-09 00:00:14+00:00,0 days 00:00:08
aia_lev1_193a_2012_11_27t00_00_06_84z_image_lev1.fits,2012-11-27 00:00:06+00:00,193a,1353240,2012-11-27 00:00:10+00:00,0 days 00:00:04
aia_lev1_304a_2012_09_12t00_00_07_14z_image_lev1.fits,2012-09-12 00:00:07+00:00,304a,1244100,2012-09-12 00:00:10+00:00,0 days 00:00:03
aia_lev1_304a_2011_03_15t00_00_08_12z_image_lev1.fits,2011-03-15 00:00:08+00:00,304a,457920,2011-03-15 00:00:10+00:00,0 days 00:00:02
aia_lev1_304a_2011_03_18t00_00_08_13z_image_lev1.fits,2011-03-18 00:00:08+00:00,304a,462240,2011-03-18 00:00:11+00:00,0 days 00:00:03
aia_lev1_304a_2012_07_24t00_00_07_12z_image_lev1.fits,2012-07-24 00:00:07+00:00,304a,1173600,2012-07-24 00:00:08+00:00,0 days 00:00:01
aia_lev1_304a_2012_06_27t00_00_08_12z_image_lev1.fits,2012-06-27 00:00:08+00:00,304a,1134720,2012-06-27 00:00:12+00:00,0 days 00:00:04
aia_lev1_193a_2012_07_26t00_00_06_84z_image_lev1.fits,2012-07-26 00:00:06+00:00,193a,1175640,2012-07-26 00:00:08+00:00,0 days 00:00:02
aia_lev1_171a_2012_08_09t00_00_11_35z_image_lev1.fits,2012-08-09 00:00:11+00:00,171a,1195800,2012-08-09 00:00:11+00:00,0 days 00:00:00
aia_lev1_304a_2011_06_11t00_00_08_12z_image_lev1.fits,2011-06-11 00:00:08+00:00,304a,584640,2011-06-11 00:00:13+00:00,0 days 00:00:05
aia_lev1_211a_2011_04_29t00_00_00_62z_image_lev1.fits,2011-04-29 00:00:00+00:00,211a,522720,2011-04-29 00:00:12+00:00,0 days 00:00:12
aia_lev1_171a_2012_11_16t00_00_11_34z_image_lev1.fits,2012-11-16 00:00:11+00:00,171a,1337400,2012-11-16 00:00:07+00:00,0 days 00:00:04
aia_lev1_304a_2012_09_10t00_00_07_12z_image_lev1.fits,2012-09-10 00:00:07+00:00,304a,1241220,2012-09-10 00:00:09+00:00,0 days 00:00:02
aia_lev1_211a_2011_03_09t00_00_00_62z_image_lev1.fits,2011-03-09 00:00:00+00:00,211a,449280,2011-03-09 00:00:08+00:00,0 days 00:00:08
aia_lev1_193a_2011_03_07t00_00_07_84z_image_lev1.fits,2011-03-07 00:00:07+00:00,193a,446400,2011-03-07 00:00:08+00:00,0 days 00:00:01
aia_lev1_304a_2012_12_15t00_00_07_12z_image_lev1.fits,2012-12-15 00:00:07+00:00,304a,1379160,2012-12-15 00:00:14+00:00,0 days 00:00:07
aia_lev1_171a_2011_01_06t00_00_00_34z_image_lev1.fits,2011-01-06 00:00:00+00:00,171a,360000,2011-01-06 00:00:11+00:00,0 days 00:00:11
aia_lev1_171a_2012_03_26t00_00_00_35z_image_lev1.fits,2012-03-26 00:00:00+00:00,171a,1000800,2012-03-26 00:00:09+00:00,0 days 00:00:09
aia_lev1_304a_2011_04_24t00_00_08_12z_image_lev1.fits,2011-04-24 00:00:08+00:00,304a,515520,2011-04-24 00:00:11+00:00,0 days 00:00:03
aia_lev1_171a_2012_09_06t00_00_11_34z_image_lev1.fits,2012-09-06 00:00:11+00:00,171a,1235460,2012-09-06 00:00:08+00:00,0 days 00:00:03
aia_lev1_171a_2012_11_17t00_00_11_34z_image_lev1.fits,2012-11-17 00:00:11+00:00,171a,1338840,2012-11-17 00:00:07+00:00,0 days 00:00:04
aia_lev1_211a_2011_02_22t00_00_00_62z_image_lev1.fits,2011-02-22 00:00:00+00:00,211a,427680,2011-02-22 00:00:14+00:00,0 days 00:00:14
aia_lev1_193a_2012_07_25t00_00_06_84z_image_lev1.fits,2012-07-25 00:00:06+00:00,193a,1174200,2012-07-25 00:00:08+00:00,0 days 00:00:02
aia_lev1_193a_2012_04_05t00_00_07_84z_image_lev1.fits,2012-04-05 00:00:07+00:00,193a,1015200,2012-04-05 00:00:12+00:00,0 days 00:00:05
aia_lev1_304a_2012_08_15t00_00_07_12z_image_lev1.fits,2012-08-15 00:00:07+00:00,304a,1204440,2012-08-15 00:00:13+00:00,0 days 00:00:06
aia_lev1_193a_2012_06_09t00_00_07_84z_image_lev1.fits,2012-06-09 00:00:07+00:00,193a,1108800,2012-06-09 00:00:08+00:00,0 days 00:00:01
aia_lev1_171a_2012_03_27t00_00_00_34z_image_lev1.fits,2012-03-27 00:00:00+00:00,171a,1002240,2012-03-27 00:00:09+00:00,0 days 00:00:09
aia_lev1_211a_2011_03_17t00_00_00_63z_image_lev1.fits,2011-03-17 00:00:00+00:00,211a,460800,2011-03-17 00:00:11+00:00,0 days 00:00:11
aia_lev1_171a_2012_10_22t00_00_11_34z_image_lev1.fits,2012-10-22 00:00:11+00:00,171a,1301400,2012-10-22 00:00:11+00:00,0 days 00:00:00
aia_lev1_211a_2011_04_03t00_00_00_62z_image_lev1.fits,2011-04-03 00:00:00+00:00,211a,485280,2011-04-03 00:00:06+00:00,0 days 00:00:06
aia_lev1_171a_2012_04_23t00_00_00_34z_image_lev1.fits,2012-04-23 00:00:00+00:00,171a,1041120,2012-04-23 00:00:07+00:00,0 days 00:00:07
aia_lev1_193a_2011_04_19t00_00_07_84z_image_lev1.fits,2011-04-19 00:00:07+00:00,193a,508320,2011-04-19 00:00:10+00:00,0 days 00:00:03
aia_lev1_171a_2012_03_08t00_00_00_35z_image_lev1.fits,2012-03-08 00:00:00+00:00,171a,974880,2012-03-08 00:00:13+00:00,0 days 00:00:13
aia_lev1_171a_2011_01_10t00_00_00_34z_image_lev1.fits,2011-01-10 00:00:00+00:00,171a,365760,2011-01-10 00:00:13+00:00,0 days 00:00:13
aia_lev1_304a_2011_01_19t00_00_08_12z_image_lev1.fits,2011-01-19 00:00:08+00:00,304a,378720,2011-01-19 00:00:05+00:00,0 days 00:00:03
aia_lev1_304a_2012_05_21t00_00_08_12z_image_lev1.fits,2012-05-21 00:00:08+00:00,304a,1081440,2012-05-21 00:00:14+00:00,0 days 00:00:06
aia_lev1_211a_2011_05_13t00_00_00_62z_image_lev1.fits,2011-05-13 00:00:00+00:00,211a,542880,2011-05-13 00:00:06+00:00,0 days 00:00:06
aia_lev1_304a_2012_07_20t00_00_07_12z_image_lev1.fits,2012-07-20 00:00:07+00:00,304a,1167840,2012-07-20 00:00:07+00:00,0 days 00:00:00
aia_lev1_193a_2011_05_27t00_00_07_84z_image_lev1.fits,2011-05-27 00:00:07+00:00,193a,563040,2011-05-27 00:00:09+00:00,0 days 00:00:02
aia_lev1_193a_2012_10_09t00_00_06_84z_image_lev1.fits,2012-10-09 00:00:06+00:00,193a,1282680,2012-10-09 00:00:07+00:00,0 days 00:00:01
aia_lev1_171a_2011_05_26t00_00_00_34z_image_lev1.fits,2011-05-26 00:00:00+00:00,171a,561600,2011-05-26 00:00:09+00:00,0 days 00:00:09
aia_lev1_171a_2012_07_22t00_00_11_35z_image_lev1.fits,2012-07-22 00:00:11+00:00,171a,1170720,2012-07-22 00:00:07+00:00,0 days 00:00:04
aia_lev1_193a_2012_10_24t00_00_06_84z_image_lev1.fits,2012-10-24 00:00:06+00:00,193a,1304280,2012-10-24 00:00:11+00:00,0 days 00:00:05
aia_lev1_211a_2011_04_30t00_00_00_62z_image_lev1.fits,2011-04-30 00:00:00+00:00,211a,524160,2011-04-30 00:00:13+00:00,0 days 00:00:13
aia_lev1_304a_2012_03_26t00_00_08_12z_image_lev1.fits,2012-03-26 00:00:08+00:00,304a,1000800,2012-03-26 00:00:09+00:00,0 days 00:00:01
aia_lev1_171a_2011_06_17t00_00_00_34z_image_lev1.fits,2011-06-17 00:00:00+00:00,171a,593280,2011-06-17 00:00:14+00:00,0 days 00:00:14
aia_lev1_304a_2011_04_29t00_00_08_13z_image_lev1.fits,2011-04-29 00:00:08+00:00,304a,522720,2011-04-29 00:00:12+00:00,0 days 00:00:04
aia_lev1_193a_2012_09_10t00_00_09_03z_image_lev1.fits,2012-09-10 00:00:09+00:00,193a,1241220,2012-09-10 00:00:09+00:00,0 days 00:00:00
aia_lev1_211a_2011_04_08t00_00_00_62z_image_lev1.fits,2011-04-08 00:00:00+00:00,211a,492480,2011-04-08 00:00:07+00:00,0 days 00:00:07
aia_lev1_304a_2011_06_14t00_00_08_13z_image_lev1.fits,2011-06-14 00:00:08+00:00,304a,588960,2011-06-14 00:00:13+00:00,0 days 00:00:05
aia_lev1_193a_2012_12_05t00_00_06_84z_image_lev1.fits,2012-12-05 00:00:06+00:00,193a,1364760,2012-12-05 00:00:12+00:00,0 days 00:00:06
aia_lev1_171a_2012_06_29t00_00_00_34z_image_lev1.fits,2012-06-29 00:00:00+00:00,171a,1137600,2012-06-29 00:00:13+00:00,0 days 00:00:13
aia_lev1_171a_2012_10_09t00_00_11_34z_image_lev1.fits,2012-10-09 00:00:11+00:00,171a,1282680,2012-10-09 00:00:07+00:00,0 days 00:00:04
aia_lev1_171a_2012_09_29t00_00_11_34z_image_lev1.fits,2012-09-29 00:00:11+00:00,171a,1268580,2012-09-29 00:00:05+00:00,0 days 00:00:06
aia_lev1_304a_2012_12_25t00_00_07_12z_image_lev1.fits,2012-12-25 00:00:07+00:00,304a,1393560,2012-12-25 00:00:07+00:00,0 days 00:00:00
aia_lev1_304a_2011_04_16t00_00_08_12z_image_lev1.fits,2011-04-16 00:00:08+00:00,304a,504000,2011-04-16 00:00:09+00:00,0 days 00:00:01
aia_lev1_193a_2012_07_20t00_00_06_84z_image_lev1.fits,2012-07-20 00:00:06+00:00,193a,1167840,2012-07-20 00:00:07+00:00,0 days 00:00:01
aia_lev1_171a_2012_12_07t00_00_11_34z_image_lev1.fits,2012-12-07 00:00:11+00:00,171a,1367640,2012-12-07 00:00:12+00:00,0 days 00:00:01
aia_lev1_193a_2012_03_29t00_00_07_84z_image_lev1.fits,2012-03-29 00:00:07+00:00,193a,1005120,2012-03-29 00:00:10+00:00,0 days 00:00:03
aia_lev1_304a_2012_06_22t00_00_08_12z_image_lev1.fits,2012-06-22 00:00:08+00:00,304a,1127520,2012-06-22 00:00:11+00:00,0 days 00:00:03
aia_lev1_171a_2011_02_02t00_00_00_34z_image_lev1.fits,2011-02-02 00:00:00+00:00,171a,398880,2011-02-02 00:00:09+00:00,0 days 00:00:09
aia_lev1_193a_2011_03_02t00_00_07_84z_image_lev1.fits,2011-03-02 00:00:07+00:00,193a,439200,2011-03-02 00:00:06+00:00,0 days 00:00:01
aia_lev1_171a_2012_08_03t00_00_11_34z_image_lev1.fits,2012-08-03 00:00:11+00:00,171a,1187160,2012-08-03 00:00:10+00:00,0 days 00:00:01
aia_lev1_171a_2011_06_12t00_00_00_34z_image_lev1.fits,2011-06-12 00:00:00+00:00,171a,586080,2011-06-12 00:00:13+00:00,0 days 00:00:13
aia_lev1_304a_2012_08_09t00_00_07_12z_image_lev1.fits,2012-08-09 00:00:07+00:00,304a,1195800,2012-08-09 00:00:11+00:00,0 days 00:00:04
aia_lev1_304a_2012_06_10t00_00_08_14z_image_lev1.fits,2012-06-10 00:00:08+00:00,304a,1110240,2012-06-10 00:00:08+00:00,0 days 00:00:00
aia_lev1_304a_2012_04_10t00_00_08_12z_image_lev1.fits,2012-04-10 00:00:08+00:00,304a,1022400,2012-04-10 00:00:13+00:00,0 days 00:00:05
aia_lev1_304a_2012_04_02t00_00_08_12z_image_lev1.fits,2012-04-02 00:00:08+00:00,304a,1010880,2012-04-02 00:00:11+00:00,0 days 00:00:03
aia_lev1_304a_2012_11_04t00_00_07_12z_image_lev1.fits,2012-11-04 00:00:07+00:00,304a,1320120,2012-11-04 00:00:14+00:00,0 days 00:00:07
aia_lev1_304a_2011_04_19t00_00_08_12z_image_lev1.fits,2011-04-19 00:00:08+00:00,304a,508320,2011-04-19 00:00:10+00:00,0 days 00:00:02
aia_lev1_304a_2012_03_13t00_00_08_12z_image_lev1.fits,2012-03-13 00:00:08+00:00,304a,982080,2012-03-13 00:00:00+00:00,0 days 00:00:08
aia_lev1_304a_2011_04_07t00_00_08_12z_image_lev1.fits,2011-04-07 00:00:08+00:00,304a,491040,2011-04-07 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2012_11_08t00_00_06_84z_image_lev1.fits,2012-11-08 00:00:06+00:00,193a,1325880,2012-11-08 00:00:05+00:00,0 days 00:00:01
aia_lev1_304a_2012_11_13t00_00_07_12z_image_lev1.fits,2012-11-13 00:00:07+00:00,304a,1333080,2012-11-13 00:00:06+00:00,0 days 00:00:01
aia_lev1_193a_2011_04_30t00_00_07_84z_image_lev1.fits,2011-04-30 00:00:07+00:00,193a,524160,2011-04-30 00:00:13+00:00,0 days 00:00:06
aia_lev1_171a_2011_06_08t00_00_00_34z_image_lev1.fits,2011-06-08 00:00:00+00:00,171a,580320,2011-06-08 00:00:12+00:00,0 days 00:00:12
aia_lev1_171a_2012_07_25t00_00_11_34z_image_lev1.fits,2012-07-25 00:00:11+00:00,171a,1174200,2012-07-25 00:00:08+00:00,0 days 00:00:03
aia_lev1_193a_2012_11_07t00_00_06_84z_image_lev1.fits,2012-11-07 00:00:06+00:00,193a,1324440,2012-11-07 00:00:05+00:00,0 days 00:00:01
aia_lev1_193a_2011_05_16t00_00_07_84z_image_lev1.fits,2011-05-16 00:00:07+00:00,193a,547200,2011-05-16 00:00:07+00:00,0 days 00:00:00
aia_lev1_171a_2012_03_05t00_00_00_34z_image_lev1.fits,2012-03-05 00:00:00+00:00,171a,970560,2012-03-05 00:00:12+00:00,0 days 00:00:12
